cancer_type,table_key,table_name_cn,tag_id,tag_name,field_key,annotation_scope,created_at,description,description_source
(跨癌种),ods_lab_test_detail,检验报告明细表,1720,谷丙转氨酶(ALT),atom_1e5893340eee,structured,2026-06-01,"血清谷丙转氨酶检测结果；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1628,谷氨酸脱氢酶,atom_62b7df4ac89f,structured,2026-06-01,"谷氨酸脱氢酶检测结果；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1160,谷胱甘肽还原酶,atom_610bb1651c76,structured,2026-05-30,"谷胱甘肽还原酶检测结果；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1408,谷草/谷丙转氨酶比值,atom_b1eaeef66104,structured,2026-05-30,"谷草与谷丙转氨酶的比值；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,976,超敏C反应蛋白,atom_23ef83d3857f,structured,2026-05-30,"超敏C反应蛋白检测结果；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1078,载脂蛋白A1,atom_adb5ebc3ce01,structured,2026-05-30,"载脂蛋白A1的检测结果；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1056,载脂蛋白B,atom_443448e1df47,structured,2026-05-30,"血液中载脂蛋白B的检测值；若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2412,载脂蛋白比值A/B,载脂蛋白比值A/B,structured,2026-06-02,"载脂蛋白A与B的比值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,911,钙,atom_9d003a8cc558,structured,2026-05-30,"血液中钙离子的检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1758,钙磷乘积,atom_c1fe98eef341,structured,2026-06-01,"表示血钙与血磷浓度的乘积。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1378,钙离子,atom_7d5f048acab8,structured,2026-05-30,"血液中钙离子的检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1445,铁蛋白,atom_e31466d1f553,structured,2026-05-30,"表示血清铁蛋白检测水平。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2380,镜检霉菌,镜检霉菌,structured,2026-06-02,"镜检发现霉菌的结果记录。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,832,间接胆红素,atom_6a13cd79e763,structured,2026-05-30,"间接胆红素检测结果值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1284,阴离子间隙,atom_65e9fc199535,structured,2026-05-30,"血清阴离子间隙检测值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1550,雌二醇,atom_7d5fe0259630,structured,2026-05-30,"雌二醇项目的检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,150,项目名称,item_name,structured,2026-05-08,项目名称(这里如果要被抽取为列表类型的话，仅仅抽取项目的名称作为元素放入列表即可忽略其它信息),original
(跨癌种),ods_lab_test_detail,检验报告明细表,892,高密度脂蛋白胆固醇,atom_ef89bc3f0f46,structured,2026-05-30,"高密度脂蛋白胆固醇的检测值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1672,黄疸指数,atom_f070140dbf29,structured,2026-06-01,"表示样本黄疸程度的指数。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,1466,免疫抑制用药,ts_immunosuppressive_medication,structured,2026-05-30,记录是否使用免疫抑制药物,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,1086,出院带药,atom_33100cf7e53a,structured,2026-05-30,患者出院时带回的药品信息,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,2157,出院带药剂量,atom_37424dcf75d8,structured,2026-06-01,出院带药的单次或每日剂量,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,62,剂量单位,dosage_unit,structured,2026-05-08,剂量单位,original
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,60,医嘱/药品名称,order_name,structured,2026-05-08,医嘱/药品名称,original
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,61,单次剂量,dosage,structured,2026-05-08,单次剂量,original
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,2352,嘱托,嘱托,structured,2026-06-02,医嘱或处方中的注意事项,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,1485,地塞米松剂量,atom_9e6a485ed62f,structured,2026-05-30,地塞米松的用药剂量,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,2275,处方药品,处方药品,structured,2026-06-02,处方中开具的药品名称,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,2544,有无吸毒史,f_475d45e1,structured,2026-06-09,患者是否有吸毒史,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,2495,注射用泮托拉唑钠剂量,注射用泮托拉唑钠剂量,structured,2026-06-02,注射用泮托拉唑钠的用药剂量,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,1470,系统性激素使用,ts_corticosteroid_status,structured,2026-05-30,是否使用系统性激素药物,generated
(跨癌种),ods_oders_prescriptions,住院医嘱/门诊处方表,1572,胸腺法新剂量,atom_6530046b8784,structured,2026-05-30,胸腺法新的用药剂量,generated
(跨癌种),ods_onc_adverse_events,不良反应记录表,294,AE 分级,ae_grade,structured,2026-05-08,AE 分级,original
(跨癌种),ods_onc_adverse_events,不良反应记录表,293,不良反应名称,ae_name,structured,2026-05-08,不良反应名称,original
(跨癌种),ods_onc_adverse_events,不良反应记录表,2314,化疗不良反应,化疗不良反应,structured,2026-06-02,记录化疗相关不良反应情况,generated
(跨癌种),ods_onc_adverse_events,不良反应记录表,1783,治疗相关并发症,cd_treatment_complication,structured,2026-06-01,记录治疗相关并发症信息,generated
(跨癌种),ods_onc_adverse_events,不良反应记录表,1013,骨髓抑制分级,cd_bone_marrow_suppression,structured,2026-05-30,记录骨髓抑制的严重程度分级,generated
(跨癌种),ods_onc_assessments,量表记录表,777,ECOG评分,ts_ecog_score,structured,2026-05-29,"患者体能状态ECOG评分。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_assessments,量表记录表,2264,HR,HR,structured,2026-06-02,"心率测量结果记录。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_assessments,量表记录表,2254,QRS,QRS,structured,2026-06-02,"心电图QRS波群指标。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_assessments,量表记录表,2278,QTc,QTc,structured,2026-06-02,"校正后的QT间期数值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_assessments,量表记录表,2311,T值,T值,structured,2026-06-02,"量表评分的标准化T分数。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_assessments,量表记录表,2343,专项评估,专项评估,structured,2026-06-02,记录所进行的专项评估名称,generated
(跨癌种),ods_onc_assessments,量表记录表,1033,出血风险,atom_75f7df8954e4,structured,2026-05-30,评估对象的出血风险水平,generated
(跨癌种),ods_onc_assessments,量表记录表,2514,复诊随访问诊条目,复诊随访问诊条目,structured,2026-06-02,复诊随访时的问诊项目,generated
(跨癌种),ods_onc_assessments,量表记录表,2236,心理状态,manual:7e2411a1b44b,structured,2026-06-02,记录受评者的心理状态。,generated
(跨癌种),ods_onc_assessments,量表记录表,1006,心理痛苦温度计评分,pm_distress_thermometer_score,structured,2026-05-30,"评估患者心理痛苦程度的分值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_assessments,量表记录表,915,心理评估,atom_97b8c729ee26,structured,2026-05-30,记录心理状态评估结果,generated
(跨癌种),ods_onc_assessments,量表记录表,1595,患者意愿,atom_0195450f9f35,structured,2026-06-01,患者对评估或处理的意愿,generated
(跨癌种),ods_onc_assessments,量表记录表,910,疼痛严重程度（PRO）,pm_pro_pain_severity,structured,2026-05-30,"患者自评的疼痛严重程度。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_assessments,量表记录表,896,疼痛评分,atom_1b65bc788a56,structured,2026-05-30,"记录患者疼痛程度的评分。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_assessments,量表记录表,781,精神状态,ts_other_mental_status,structured,2026-05-29,记录受评者的精神状态评估结果,generated
(跨癌种),ods_onc_assessments,量表记录表,1047,血栓物理治疗禁忌评估,atom_cc39828321c4,structured,2026-05-30,血栓物理治疗禁忌情况评估,generated
(跨癌种),ods_onc_assessments,量表记录表,242,评估时间,eval_time,structured,2026-05-08,评估时间,original
(跨癌种),ods_onc_assessments,量表记录表,240,评估结论,eval_result,structured,2026-05-08,量表记录表的评估结论,original
(跨癌种),ods_onc_assessments,量表记录表,238,量表名称,scale_name,structured,2026-05-08,量表名称,original
(跨癌种),ods_onc_biobank,生物样本库,2291,标本,标本,structured,2026-06-02,仅当原文明确出现该字段名时，记录其对应内容；不要抽取字段名不一致的相近内容,generated
(跨癌种),ods_onc_biobank,生物样本库,303,样本大类,sample_type,structured,2026-05-08,仅当原文明确出现该字段名时，记录其对应内容；不要抽取字段名不一致的相近内容,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,973,cTNM分期,atom_04f6a83e7c6e,structured,2026-05-30,临床TNM分期结果,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,51,M 分期,m_stage,structured,2026-05-08,M 分期,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,50,N 分期,n_stage,structured,2026-05-08,N 分期,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1814,pN分期,atom_962406559864,structured,2026-06-01,病理区域淋巴结受累分期,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,905,pTNM分期,atom_8061b7e12c94,structured,2026-05-30,病理TNM分期结果,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,2531,pTNM分期pM,pTNM分期pM,structured,2026-06-02,病理TNM远处转移分期,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1813,pT分期,atom_ec7011041be1,structured,2026-06-01,病理评估的原发肿瘤分期,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,49,T 分期,t_stage,structured,2026-05-08,T 分期,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1072,TNM分期,atom_4b4983469b23,structured,2026-05-30,肿瘤的TNM分期结果,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1171,临床分期,atom_396ef547cc45,structured,2026-05-30,患者疾病的临床分期信息,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,2225,临床总分期,ts_stage_summary,structured,2026-06-01,患者临床综合分期结果,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1958,主要诊断,atom_648fe64a9bff,structured,2026-06-01,患者最主要的疾病诊断,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,48,分化程度,differentiation,structured,2026-05-08,分化程度,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,53,分期类型,stage_type,structured,2026-05-08,分期类型,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1301,初步诊断,atom_f08551ed0dda,structured,2026-05-30,患者首次判断的疾病诊断,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,2220,患者诊断,ts_patient_diagnoses,structured,2026-06-01,患者的疾病诊断结果,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1865,手术前诊断,atom_516418bc163c,structured,2026-06-01,患者手术前的临床诊断信息,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1866,手术后诊断,atom_995434868047,structured,2026-06-01,手术后确认的疾病诊断信息,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1803,次诊断,atom_1ff613614404,structured,2026-06-01,患者除主诊断外的其他诊断,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,1014,疾病状态评估,pm_disease_status,structured,2026-05-30,用于记录疾病当前状态评估,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,47,组织学类型,histology_type,structured,2026-05-08,组织学类型,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,52,综合分期,overall_stage,structured,2026-05-08,综合分期,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,2292,肿瘤分期,肿瘤分期,structured,2026-06-02,肿瘤的临床或病理分期,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,788,肿瘤类型,ts_disease_histological_type,structured,2026-05-29,记录肿瘤的病理或临床类型,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,2159,诊断(ICD-10编码),atom_3a2c4067dd21,structured,2026-06-01,疾病诊断对应的ICD-10编码,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,46,诊断依据,diagnosis_basis,structured,2026-05-08,诊断依据,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,43,诊断名称,diagnosis_name,structured,2026-05-08,诊断名称,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,45,诊断时间,diagnosis_time,structured,2026-05-08,诊断时间,original
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,2294,诊断结果 Diagnosis,诊断结果 Diagnosis,structured,2026-06-02,记录患者的诊断结论,generated
(跨癌种),ods_onc_diagnosis_staging,诊断与分期表,2355,辅助诊断,辅助诊断,structured,2026-06-02,辅助诊断结果或补充诊断信息,generated
(跨癌种),ods_onc_drug,药物治疗表,2518,化疗后复查频率,化疗后复查频率,structured,2026-06-02,化疗后复查的时间间隔或频次,generated
(跨癌种),ods_onc_drug,药物治疗表,1152,化疗周期数,atom_e57c055b011f,structured,2026-05-30,化疗已完成或计划的周期数量,generated
(跨癌种),ods_onc_drug,药物治疗表,1876,化疗开始日期,atom_1e6707eddc39,structured,2026-06-01,化疗开始的具体日期,generated
(跨癌种),ods_onc_drug,药物治疗表,909,化疗方案,atom_a4b2f8d698a6,structured,2026-05-30,记录使用的化疗药物方案,generated
(跨癌种),ods_onc_drug,药物治疗表,992,化疗日期,atom_f3c2db98276d,structured,2026-05-30,患者接受化疗的日期,generated
(跨癌种),ods_onc_drug,药物治疗表,2223,化疗治疗史,ts_treat_chemotherapy,structured,2026-06-01,患者既往接受化疗的情况,generated
(跨癌种),ods_onc_drug,药物治疗表,2175,化疗疗程数（术后）,atom_3dacacc0f480,structured,2026-06-01,术后接受化疗的疗程数量,generated
(跨癌种),ods_onc_drug,药物治疗表,76,当前周期,cycle_number,structured,2026-05-08,当前周期,original
(跨癌种),ods_onc_drug,药物治疗表,871,当前治疗方案,pm_current_treatment_regimen,structured,2026-05-30,患者当前正在使用的治疗方案,generated
(跨癌种),ods_onc_drug,药物治疗表,2152,当前用药,atom_07665842a981,structured,2026-06-01,患者目前正在使用的药物,generated
(跨癌种),ods_onc_drug,药物治疗表,754,化疗总周期,total_cycle,structured,2026-05-11,化疗的总疗程周期,generated
(跨癌种),ods_onc_drug,药物治疗表,72,方案名称,regimen_name,structured,2026-05-08,方案名称,original
(跨癌种),ods_onc_drug,药物治疗表,75,方案结束日期,end_date,structured,2026-05-08,方案结束日期,original
(跨癌种),ods_onc_drug,药物治疗表,78,是否减量,dose_reduction,structured,2026-05-08,是否减量,original
(跨癌种),ods_onc_drug,药物治疗表,1321,末次化疗日期,atom_81c649480c8d,structured,2026-05-30,患者最后一次化疗的日期,generated
(跨癌种),ods_onc_drug,药物治疗表,774,末次化疗时间,ts_treat_chemotherapy_last,structured,2026-05-29,患者最后一次化疗的时间,generated
(跨癌种),ods_onc_drug,药物治疗表,846,治疗方案,EC.ECTRT,structured,2026-05-30,药物治疗的具体方案安排,generated
(跨癌种),ods_onc_drug,药物治疗表,886,治疗状态,pm_treatment_status,structured,2026-05-30,药物治疗的当前进行状态,generated
(跨癌种),ods_onc_drug,药物治疗表,70,治疗目的,treatment_intent,structured,2026-05-08,治疗目的,original
(跨癌种),ods_onc_drug,药物治疗表,1776,治疗类别,EC.ECCAT,structured,2026-06-01,药物治疗所属类别,generated
(跨癌种),ods_onc_drug,药物治疗表,69,治疗线级,line_of_therapy,structured,2026-05-08,治疗线级,original
(跨癌种),ods_onc_drug,药物治疗表,2137,治疗经过,tag:699,structured,2026-06-01,药物治疗的过程及变化情况,generated
(跨癌种),ods_onc_drug,药物治疗表,1725,治疗计划,atom_dedd8939763e,structured,2026-06-01,记录药物治疗的具体计划,generated
(跨癌种),ods_onc_drug,药物治疗表,73,药品组成,drug_name_list,structured,2026-05-08,药品组成,original
(跨癌种),ods_onc_drug,药物治疗表,71,药物类别,therapy_type,structured,2026-05-08,药物类别,original
(跨癌种),ods_onc_drug,药物治疗表,77,计划下个周期日期,next_cycle_date,structured,2026-05-08,计划下个周期日期,original
(跨癌种),ods_onc_drug,药物治疗表,1777,计划给药方案,EC.ECDOSRGM,structured,2026-06-01,计划使用的药物给药方案,generated
(跨癌种),ods_onc_drug,药物治疗表,2072,首次化疗日期,atom_6b9b3c2aa8e5,structured,2026-06-01,患者首次接受化疗的日期,generated
(跨癌种),ods_onc_drug_detail,药物治疗明细表,88,剂型,dosage_form,structured,2026-05-08,剂型,original
(跨癌种),ods_onc_drug_detail,药物治疗明细表,87,剂量计算基准,dosage_calculation_basis,structured,2026-05-08,剂量计算基准,original
(跨癌种),ods_onc_drug_detail,药物治疗明细表,91,周期内天数,cycle_day,structured,2026-05-08,周期内天数,original
(跨癌种),ods_onc_drug_detail,药物治疗明细表,85,实际使用剂量,actual_dosage,structured,2026-05-08,实际使用剂量,original
(跨癌种),ods_onc_drug_detail,药物治疗明细表,92,是否为预处理药物,is_premedication,structured,2026-05-08,是否为预处理药物,original
(跨癌种),ods_onc_drug_detail,药物治疗明细表,2266,用法,用法,structured,2026-06-02,药物的使用方法或给药方式,generated
(跨癌种),ods_onc_drug_detail,药物治疗明细表,1607,给药方式,atom_d7e932942a54,structured,2026-06-01,药物给入患者体内的方式,generated
(跨癌种),ods_onc_drug_detail,药物治疗明细表,2519,给药方式频次,给药方式频次,structured,2026-06-02,药物给药途径及使用频次,generated
(跨癌种),ods_onc_drug_detail,药物治疗明细表,84,给药日期,administration_date,structured,2026-05-08,给药日期,original
(跨癌种),ods_onc_drug_detail,药物治疗明细表,1528,给药频次,atom_fda2ff2a7d25,structured,2026-05-30,药物给药的次数或频率,generated
(跨癌种),ods_onc_drug_detail,药物治疗明细表,82,药品通用名,drug_name,structured,2026-05-08,药品通用名,original
(跨癌种),ods_onc_drug_detail,药物治疗明细表,1001,药物剂量,atom_77c1efba90ec,structured,2026-05-30,药物使用的剂量信息,generated
(跨癌种),ods_onc_drug_detail,药物治疗明细表,83,药物细分类别,drug_category,structured,2026-05-08,药物细分类别,original
(跨癌种),ods_onc_drug_detail,药物治疗明细表,1858,药物规格,atom_6e93ac11847e,structured,2026-06-01,药品的剂型、含量及包装规格,generated
(跨癌种),ods_onc_drug_detail,药物治疗明细表,90,输注时长,infusion_duration,structured,2026-05-08,输注时长,original
(跨癌种),ods_onc_interventional_records,介入记录表,138,是否发生不良反应,has_adverse_event,structured,2026-05-08,是否发生不良反应,original
(跨癌种),ods_onc_interventional_records,介入记录表,130,治疗开始时间,start_time,structured,2026-05-08,医嘱开始/执行时间,original
(跨癌种),ods_onc_interventional_records,介入记录表,129,治疗病灶数量,lesion_count,structured,2026-05-08,治疗病灶数量,original
(跨癌种),ods_onc_interventional_records,介入记录表,131,治疗结束时间,end_time,structured,2026-05-08,治疗结束时间,original
(跨癌种),ods_onc_interventional_records,介入记录表,128,治疗部位,target_site,structured,2026-05-08,治疗部位,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,181,BI- RADS分级,bi_rads_class,structured,2026-05-08,BI- RADS分级,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,174,是否为新发病灶,is_new_lesion,structured,2026-05-08,是否为新发病灶,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,179,是否可测量,is_measurable,structured,2026-05-08,是否可测量,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,176,检查方式,imaging_method,structured,2026-05-08,检查方式,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,2533,淋巴结长径,淋巴结长径,structured,2026-06-02,"表示淋巴结最长径大小。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_lesion_detail,病灶明细表,173,病灶分类,lesion_type,structured,2026-05-08,记录单个病灶对应的影像学分类、分级或风险分层结果，优先保留原文标准编码及等级/亚型；避免抽象为疾病诊断或病理结论,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,180,病灶状态描述,lesion_status,structured,2026-05-08,病灶状态描述,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,172,病灶编号,lesion_number,structured,2026-05-08,病灶编号,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,175,病灶部位,body_site,structured,2026-05-08,病灶部位,original
(跨癌种),ods_onc_lesion_detail,病灶明细表,178,短径 (mm),short_axis,structured,2026-05-08,"短径 (mm)。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_lesion_detail,病灶明细表,177,长径 (mm),longest_diameter,structured,2026-05-08,"长径 (mm)。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_onc_milestones,肿瘤里程碑事件表,904,下一节点时间（下次随访 / 下次给药 / 下次复查）,198fe1e3f006b5cf,structured,2026-05-30,下一次随访或治疗复查时间,generated
(跨癌种),ods_onc_milestones,肿瘤里程碑事件表,1098,下次住院日期,atom_073ed844e08f,structured,2026-05-30,下一次住院的日期信息,generated
